intent,example_sentence,response_template
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Hoşçakal,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Teşekkürler,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Güle güle,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
goodbye,Görüşürüz,Rica ederim! Sağlığınızla ilgili herhangi bir sorunuz olduğunda tekrar yazabilirsiniz. Sağlıklı kalın! 🌟
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Kalp krizi,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Felç,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Nefes alamıyorum,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
emergency,Göğsüm ağrıyor,🚨 ACİL DURUM! Derhal 112'yi arayın! Zaman kaybetmeyin - en yakın hastaneye gidin! Bu chatbot acil durumlar için yeterli değildir.
